Name,Email,Company,Start Date,End Date,Skill,Language
Kenneth Miles,michaeljenkins@example.org,Gonzalez Inc,1998-11-24,2003-05-25,C++,Japanese
Diana Barnes,garyneal@example.org,Brown-Flores,1978-05-25,2013-01-02,Node.js,French
Jeremy Hoover,xavier05@example.com,Carey LLC,1981-07-27,1983-09-06,JavaScript,German
Mr. William Mitchell MD,chadmcdonald@example.com,Taylor Inc,1976-04-30,1996-08-27,Python,Chinese
Kyle Morrison,wduncan@example.org,Hall Ltd,1990-12-09,2014-03-09,React,Spanish
Jose Arnold,walkerkenneth@example.com,Oneill-Zamora,1970-10-20,1976-04-05,CSS,Spanish
Alexander Gomez,emilymercado@example.org,"Gilbert, Mcclain and Randall",1998-09-18,2022-01-09,CSS,Japanese
Karen Gonzalez,april15@example.org,Perez Group,1977-06-14,2005-07-15,React,Chinese
Mrs. Sara White,brian81@example.net,Harris-Morris,1990-08-12,2009-07-08,C++,Spanish
Angela Dickerson,christinapham@example.org,Skinner PLC,1971-05-11,1998-02-16,Angular,German
Vanessa Willis,ryancarrie@example.net,Reed Inc,1976-03-28,1977-04-14,CSS,Korean
Tammy Hunter,mccoyjanice@example.org,Rice-Ramirez,2008-10-11,2020-01-16,JavaScript,Japanese
Wyatt Rodriguez,cristian08@example.net,"Beck, Mercer and Reed",1972-12-11,1999-02-20,CSS,English
Sharon Brown,buchananmichelle@example.com,"Mckenzie, Green and Higgins",1982-01-06,2019-06-18,Node.js,Spanish
Dylan Martinez,sarabaker@example.net,"Barnes, Williams and Smith",1988-05-30,2021-11-14,HTML,Korean
Hannah Mitchell,manuel61@example.net,Long and Sons,1984-07-11,2002-08-10,Angular,Japanese
Stephanie Silva,mdunn@example.net,Davis and Sons,1993-01-30,1996-11-03,CSS,Chinese
Antonio Palmer,robert45@example.net,Greene Group,2001-07-10,2019-11-02,C++,Chinese
Stephanie Edwards,ccox@example.net,"Larsen, Rogers and Sandoval",1980-09-10,2021-12-07,Java,Chinese
Roger Novak,samantha14@example.com,Wood and Sons,1987-08-10,1997-06-27,JavaScript,Korean
Jacqueline Parker,daniellewagner@example.com,Smith LLC,1977-02-26,1978-01-05,Node.js,Japanese
Jason Thompson,jguerrero@example.org,Buckley-Moore,1976-02-10,2014-07-15,HTML,Spanish
Nichole Savage,juarezanthony@example.org,Boyd-Garcia,1992-11-03,2023-01-07,SQL,Japanese
Kimberly Noble,kellergregory@example.org,Henry PLC,1976-03-26,1995-02-06,CSS,Spanish
Jonathan Ponce,vcooper@example.net,Adams and Sons,1975-05-19,2014-02-17,React,English
Derrick Morales,isharp@example.org,Valencia LLC,1977-05-25,1994-12-24,Angular,German
Craig Charles,samantha54@example.net,Cook-Lamb,1976-02-15,1992-05-09,C++,German
Alejandra Paul,hannahcoleman@example.net,Nguyen-Delgado,1983-07-31,1992-08-22,SQL,Spanish
Linda Mcmahon PhD,penafrancisco@example.org,Thompson Ltd,1976-01-05,2003-10-12,CSS,German
Brandon Johnson,christophermorris@example.org,Carter-Jensen,1979-10-25,2013-05-17,JavaScript,English
Cheryl Singleton,smithwesley@example.net,Thomas-Ware,1995-10-13,2018-01-22,SQL,English
Brandon Hamilton,nathanbrown@example.org,Evans PLC,1990-02-19,1995-11-03,Java,Japanese
Steven Davis,larrytorres@example.com,Armstrong and Sons,1985-03-08,1999-09-25,JavaScript,English
Cody Caldwell,daviscarol@example.org,Diaz-Manning,1977-04-11,1992-11-25,Python,Japanese
Christopher Potts DDS,dylanmedina@example.org,Roberts Ltd,1997-09-05,2001-03-30,Java,Chinese
Samantha Sanchez,hannahwalker@example.com,Scott Group,1987-01-09,1999-06-24,Java,Chinese
Jennifer Estrada,bauersamuel@example.net,"Serrano, Silva and Evans",2007-03-12,2022-11-18,Node.js,French
Sarah Wilkins,bethmartin@example.org,Rush-Walker,2000-12-17,2021-06-13,C++,German
Maria Hall,christie00@example.org,"Barber, Dunn and Rodriguez",1994-02-14,2010-05-23,Node.js,Japanese
Karen Fisher,jacob07@example.org,Boyer Inc,1973-05-13,2023-03-28,CSS,German
Emily Martinez,kellygraham@example.net,Kim LLC,1970-10-03,2020-02-02,JavaScript,German
Alexis Horton,mcdonaldluke@example.com,Miller and Sons,1974-12-11,2008-07-05,CSS,French
Michael Randall,juliecarr@example.net,Campbell PLC,1984-07-11,1993-09-16,CSS,Spanish
Alexander Walker,mkennedy@example.com,"Robbins, Simmons and Weiss",1972-08-06,2015-08-21,Angular,Korean
Sarah Nelson,dkelly@example.com,Rogers PLC,1972-01-06,2003-08-31,JavaScript,German
Janice Moss,morganjordan@example.com,Gibson-Lambert,1997-02-07,1998-06-10,Node.js,Korean
Dawn White,brenda04@example.org,Soto-Hernandez,1980-11-23,2003-04-25,Java,Japanese
Kelli Jones,pellison@example.com,Acevedo PLC,1973-08-14,2010-02-22,Java,Spanish
Karen West,holmeslisa@example.org,"Burnett, Wu and Fisher",2011-12-15,2015-12-23,React,German
Jeremy Black,rmcfarland@example.org,"Martinez, Robinson and Bush",2008-07-01,2012-12-04,CSS,Chinese
Robert Hayes,judygriffin@example.net,Porter-Gordon,2010-11-11,2012-10-14,Python,German
Jennifer Wilson,heather95@example.net,"Grimes, Cooper and Fernandez",1977-08-19,2023-01-12,React,English
Shane Jenkins,mmoore@example.org,Chambers Inc,1989-06-18,2012-10-10,C++,Korean
Aaron Curry,zclark@example.org,"Cunningham, Hernandez and Schaefer",1972-03-20,2022-05-22,CSS,German
Daniel Zamora,jyoder@example.org,Wiggins Inc,1983-02-02,2015-06-02,CSS,Japanese
David Johnson,teresa42@example.org,"Patel, Peters and Bean",1971-10-17,1990-02-24,SQL,Chinese
Daniel Hammond,hawkinsandrew@example.com,"Brennan, Hernandez and Williams",2012-11-28,2021-10-14,React,German
Joseph Smith,joel58@example.net,Chan LLC,1986-08-25,2013-02-23,Java,English
Troy Long,michael85@example.com,Kelley-Rogers,2016-06-02,2020-10-16,C++,English
Heather Howell,castrosandra@example.com,Mathis-Garcia,1973-07-23,2012-04-30,Angular,Chinese
Jared Stewart,robertwoods@example.com,"Christensen, Sanchez and Moore",2000-08-08,2003-12-28,Python,Chinese
William Joyce,figueroaryan@example.net,"Williams, Hall and Martinez",1984-02-02,2016-06-30,C++,Spanish
Charlotte Johnson,aleonard@example.com,Small Inc,1974-10-23,1988-06-03,Python,English
Daniel Wheeler,gwhite@example.net,Grant Inc,2002-11-03,2003-06-12,Angular,Spanish
Samantha Wood,desireelee@example.org,Obrien-Shepherd,2012-09-04,2019-05-25,C++,Korean
Vanessa Cole,leslieacosta@example.net,Hall Inc,1976-07-19,1989-07-21,Java,French
Austin Bradley,bmoore@example.net,Morris LLC,1981-01-03,2018-03-11,SQL,Japanese
Susan Schroeder,jonesdavid@example.com,Miller-Richards,1973-02-19,2012-01-19,Java,English
Michael Rodriguez,lunamaurice@example.org,Martin-Gay,1972-02-08,1978-07-16,Angular,English
Anthony Wood,gregoryhernandez@example.net,Fischer-Mcdonald,2006-10-27,2016-11-30,Java,French
Karen Nichols,qgonzales@example.com,Thompson and Sons,1995-01-14,1998-08-29,C++,Japanese
Christopher Johnson,mckenzie07@example.org,"Murphy, Salazar and Miller",2000-11-12,2023-04-24,Angular,Japanese
Madison Brooks,uli@example.com,Gardner Ltd,1977-04-27,2007-02-04,Angular,Korean
John Bryant,qwilson@example.org,Williams LLC,2006-06-30,2020-01-14,Node.js,English
Amanda Duncan,williamsdouglas@example.org,White-Jones,1983-10-26,2022-02-26,Python,Korean
Sherry Black,robert74@example.net,Patterson Group,1980-10-15,1998-11-29,C++,German
Kyle Carlson,russodylan@example.com,"Fields, Sanchez and Brown",1977-11-28,2004-02-28,Java,Chinese
Dr. Anna Torres,roy47@example.com,Estrada Group,1996-04-10,2004-12-03,HTML,Spanish
Crystal Nguyen,christopher34@example.net,Taylor LLC,2018-12-30,2019-06-27,JavaScript,English
Shaun Luna,tom47@example.net,Ramsey Ltd,1993-05-08,2015-11-12,SQL,Chinese
Diana Frederick,patricialong@example.com,Wilson-Gibson,1992-07-01,2016-12-18,CSS,German
Matthew Gutierrez,jacob96@example.org,"Sweeney, Reyes and Lutz",2008-08-19,2018-04-30,C++,Japanese
Eric Gonzalez DVM,karenrodriguez@example.org,Harris-Deleon,1974-12-09,1990-01-16,JavaScript,Korean
Hannah Chen,randywallace@example.net,Jones LLC,1998-09-22,2014-11-27,React,German
Emily Rice,petersoncynthia@example.net,"Cordova, Taylor and Wyatt",1974-07-25,2010-01-25,Python,Korean
Bradley Rosario MD,frankpatel@example.net,"Howard, Miller and Patterson",1988-05-30,2001-07-16,Node.js,French
Lori Lopez,cynthia13@example.org,Wolf-Wood,1981-12-21,1991-02-11,Node.js,Japanese
Erin Coleman,waynemack@example.net,Powell-Perkins,1977-01-14,1982-06-15,HTML,German
Katherine Moore,martinmark@example.org,Castillo-Perry,1978-01-17,2001-07-20,React,Chinese
Elizabeth Wong,wrightvanessa@example.com,Miller-Smith,1983-11-11,2020-07-25,Node.js,Korean
Jacob Jackson,tiffanyfuentes@example.net,"Terrell, Flores and Gutierrez",1987-10-29,2000-01-11,C++,German
Brianna Mccoy,pbrooks@example.net,"Ibarra, Williams and Crosby",1973-04-16,2011-01-17,Python,Chinese
Jennifer Padilla,egentry@example.org,"Chapman, Bridges and Shannon",1999-10-15,2019-09-12,HTML,Korean
Tiffany Wallace,stephanierussell@example.net,Gamble-Wright,1976-06-04,1977-06-21,Angular,German
April Garza,olewis@example.org,Williams Inc,1982-12-06,2017-01-18,Java,Japanese
Rita Strickland,fanthony@example.org,Ramirez-Bridges,2000-01-08,2009-11-16,SQL,Spanish
Melissa Patel,nicholas66@example.com,Callahan-Fisher,2002-06-05,2015-10-01,SQL,Korean
Jeffrey Gonzalez,dcampbell@example.com,Banks-Cooper,1991-05-18,2015-03-01,JavaScript,Spanish
Emily Coleman,wardgary@example.org,Campbell Inc,1972-07-26,1983-12-14,HTML,Chinese
Kelly Ayala,pdavis@example.com,"Foster, Osborne and Johnston",1988-06-24,1991-04-17,CSS,Korean
Diane Watson,hartmichael@example.net,Peterson Inc,1991-11-11,1998-08-19,Python,Japanese
Sherri Stewart,jessicabowman@example.net,Elliott and Sons,2006-06-12,2015-01-01,Python,German
Bob James,gordonjessica@example.net,"Gould, Short and Sullivan",1978-05-26,2003-05-13,SQL,French
Amanda Jimenez,patrick43@example.net,Taylor Inc,1975-11-20,1978-12-29,React,French
Lisa Smith,jennifersmith@example.com,Carroll-Patrick,1974-01-03,1987-02-06,React,Spanish
Kimberly Jefferson,michael55@example.net,Hubbard-Perry,2008-02-20,2016-10-03,C++,English
Anita Robinson,oreese@example.net,Morgan Inc,1999-10-26,2004-06-13,JavaScript,English
Donald Glover,hedwards@example.com,Brown-Hughes,1973-01-22,1975-10-05,SQL,Chinese
Melissa Jacobs,bjohnson@example.com,Ellison and Sons,2000-07-20,2015-09-08,C++,Korean
Shane Romero,garrettashley@example.org,Martinez-Baker,1990-11-30,2015-06-17,Angular,French
Riley Schmidt,michaelpeterson@example.com,Gamble Inc,1985-01-25,2014-02-19,C++,English
Samantha Mcdowell,npatel@example.com,Miller-Sims,1974-01-10,1981-04-02,Java,Japanese
Richard House,angela24@example.com,Moore Inc,2003-03-21,2011-07-11,Angular,Spanish
Scott Fowler,hodenise@example.org,"Schwartz, Acosta and Arnold",1972-10-03,2014-06-24,Java,Japanese
Jason Hancock,arianahess@example.com,Murillo-Patel,2009-01-18,2012-06-05,SQL,French
Michael Brady,donna19@example.org,Mcpherson and Sons,1993-08-11,2003-01-26,Java,German
Hannah Rojas,aaronreese@example.com,Lindsey-Farley,1977-04-15,2006-01-13,HTML,English
Jennifer Richardson,hessheidi@example.org,Hood-Jackson,1991-12-23,2009-08-28,HTML,French
Gina Gonzalez,xharrell@example.org,Hernandez Inc,1980-05-14,2008-12-28,C++,English
Troy Smith,josephhamilton@example.com,Barrett-Brewer,2008-10-03,2014-08-31,JavaScript,Korean
Daniel Martin,vanessawalker@example.net,"Hester, Johnson and Walker",1980-06-19,2010-03-09,Python,English
Michael Young,hendrixjennifer@example.net,"Melton, Heath and Scott",1978-04-17,2021-12-24,HTML,French
Jessica Mccarthy,douglas65@example.com,Smith LLC,1973-04-16,2012-11-20,C++,French
Maria Wright,robert20@example.net,"Oneill, Butler and Grant",2015-09-01,2018-06-10,C++,Chinese
Robert Morris,wallwilliam@example.com,Gonzalez Group,2008-07-23,2012-04-05,JavaScript,French
Elizabeth Peterson,scott43@example.com,Mcbride-Hayes,1989-05-21,2022-05-21,HTML,French
Wanda Jones,lukehutchinson@example.net,"Lopez, Lee and Macdonald",1981-09-15,1981-10-27,Angular,French
Ann Owens,dawn32@example.net,Lowe and Sons,1982-10-15,1990-11-25,Python,Spanish
Connor Stewart,qbaker@example.com,"Flores, Miller and Abbott",1973-03-05,1992-12-15,JavaScript,Korean
Monica Hayes,shannon38@example.org,Adams and Sons,1980-11-12,2016-03-30,Node.js,Korean
Joshua Johnson,otorres@example.org,Walters-Rose,1989-10-31,2006-06-21,HTML,Spanish
Sarah English,wmyers@example.org,Barajas-Moore,1987-01-26,2018-06-10,Java,Spanish
Amber Daniels,trodriguez@example.net,"Davis, Wagner and Hernandez",1978-05-13,2001-12-23,C++,Spanish
Lawrence Mora,nwilliams@example.org,Richardson-Mckay,2016-01-25,2017-03-25,Java,Chinese
Brandi Martinez,kimberlyskinner@example.com,Bailey-Cruz,1991-02-05,1997-12-27,C++,Korean
Jeffrey Henderson,tgraham@example.com,"Parker, Allen and Ross",1991-05-27,1998-04-29,Angular,German
Marc Burns,gregory99@example.com,Walls Group,2001-09-26,2009-11-13,SQL,Japanese
Kristin Norris,hudsondavid@example.net,Osborn Ltd,1972-11-02,2016-10-20,Java,German
Jennifer Hatfield,hmeyer@example.net,"Harris, Wilson and Saunders",2000-12-03,2006-05-24,C++,Spanish
Christopher Ellison,jamesjohnson@example.net,"Clark, Anderson and Williams",1974-01-19,2001-08-14,Node.js,Japanese
Karina Alvarado,benjaminlucas@example.com,Love and Sons,2011-08-09,2012-09-20,HTML,Chinese
Gary Gallegos,igonzalez@example.net,Gonzalez Ltd,1974-12-24,1990-09-15,React,German
Brandon Allen,flittle@example.net,Hill Group,1976-05-03,2004-03-22,SQL,Japanese
Nicole Jefferson,whernandez@example.net,Madden and Sons,1974-03-06,2019-08-05,Java,Chinese
Stephen Thompson,qsimon@example.org,Meza-Medina,1976-11-07,1992-07-27,HTML,Korean
Antonio Bishop,gonzalezalison@example.com,Watkins LLC,1971-07-16,1993-12-31,C++,Japanese
Tabitha Harris,christopherwright@example.com,"Fisher, Vazquez and Hall",1990-11-22,2011-06-18,Python,Korean
Jessica Johnson,wolftony@example.net,Woodward-Stevens,1988-10-13,1996-01-01,SQL,Korean
Jeffrey Flowers,erinfranco@example.net,"Barnes, Smith and Baker",1971-11-24,2014-01-30,React,English
Terri Brennan,chavezsandy@example.org,Montes-Campbell,1974-12-17,2019-09-21,CSS,German
Sarah Mann,kathleenjackson@example.net,Rice Inc,2002-05-22,2019-09-22,Node.js,German
Brian Gordon,parkchristine@example.com,Cox PLC,2001-05-09,2016-11-03,Node.js,English
Kimberly Gray,stephanie86@example.com,"Thomas, Brown and Curtis",1973-05-03,1975-12-03,CSS,English
Cory White,nicole69@example.org,"Whitney, Brown and Golden",1976-11-08,2013-12-02,HTML,Japanese
Daniel Baldwin,halldeborah@example.com,Coleman Inc,1976-09-09,2007-07-03,Angular,Korean
Anthony Cox,courtneythomas@example.net,Stevens Ltd,1979-08-01,2005-11-02,React,German
Darren Wong,vanessasantiago@example.com,Bowman Ltd,1972-05-31,1993-03-04,SQL,Chinese
Brian Pham,amberconrad@example.org,Castro Group,1991-04-09,2005-03-21,React,Chinese
Matthew Jackson,kirkalexander@example.com,"Johnston, Andrews and Rivera",1972-01-09,1999-04-08,JavaScript,English
Ronald Bowen,walkerchristina@example.net,Bryant-Boyer,2006-05-31,2021-11-07,SQL,Spanish
Rhonda Boyd,piercejessica@example.net,Mejia Ltd,1985-06-28,2013-10-29,C++,Spanish
Patricia Herman,mdavenport@example.com,"Davis, Clark and Nash",1973-06-22,1974-04-16,C++,Korean
Matthew Levy,lindsey16@example.com,Medina-Braun,1976-05-07,2019-11-14,JavaScript,Korean
Angela Ward,pmorris@example.net,Buchanan-Yang,1971-08-12,2008-05-12,JavaScript,English
Ryan Ponce Jr.,kenneth31@example.net,Rojas-Moore,1998-11-13,2000-12-02,Angular,Chinese
Jennifer Moran,richard82@example.com,Dominguez-Jones,1973-12-09,1982-01-23,Java,English
Benjamin Smith,silvamark@example.org,Jordan-Russell,1994-01-30,2021-09-27,React,Korean
Beverly Bennett,rachael42@example.net,"Saunders, Taylor and Rodriguez",1983-11-30,1985-05-19,Node.js,English
Brandon Baker,housemackenzie@example.net,"Mitchell, Turner and Thompson",2009-05-08,2017-05-21,Angular,Spanish
Kimberly Holmes,sstone@example.com,Arnold-Cortez,1978-03-20,2006-09-08,CSS,Spanish
Christopher Bradshaw,shannon65@example.net,Hernandez PLC,1997-12-26,2012-05-05,Angular,German
Nicole Santiago,yadams@example.com,Villanueva Group,1991-02-03,2002-03-16,HTML,Korean
Katherine Mccormick,amanda16@example.com,Nelson-Hull,1977-08-12,2015-09-01,React,German
David Mosley,andrew78@example.net,"Ramos, Daniels and Brown",1994-10-20,2020-09-12,Angular,Spanish
Patrick Carey,joannecastillo@example.org,Henderson PLC,2005-09-09,2021-05-22,HTML,English
Kendra Cardenas,luis96@example.com,Hamilton PLC,1981-10-30,2012-01-19,Java,German
Justin Martinez,rmccall@example.com,Thompson Group,2021-07-09,2022-10-13,Node.js,Korean
Christopher Smith,thompsonlisa@example.net,"Mann, Solomon and Daniel",1971-12-19,1991-10-20,React,Japanese
Toni Willis DDS,ebond@example.com,"Walker, Andrews and Colon",1996-05-20,2020-09-02,C++,Chinese
Joseph Gray,emilyholmes@example.org,"Martin, Lin and Cardenas",1975-05-06,1975-05-09,C++,German
Teresa Gray,jessicagraham@example.org,"Moon, Banks and Wilkins",1971-10-15,2000-09-11,JavaScript,English
John Hernandez,richardcox@example.net,King Ltd,1984-08-21,1991-06-11,Angular,Japanese
Calvin Smith,qgreen@example.com,"Hawkins, Hudson and Davis",1977-11-29,2019-02-08,JavaScript,German
Lisa Wright,robin40@example.org,Turner-Allen,1981-04-15,1986-06-29,HTML,Korean
Michael Anderson,rosaleschristina@example.org,Kelley and Sons,1976-01-06,1998-10-02,JavaScript,Spanish
Ruben Moore,michaelharvey@example.org,Salazar LLC,1991-07-11,1994-12-21,Python,German
Thomas Trevino,wendytyler@example.net,Cain-Edwards,1988-09-29,2011-11-10,Angular,Japanese
Matthew Mcdonald,janet60@example.org,Mahoney Group,1994-03-27,2013-05-23,CSS,French
Debra Coleman,sgarza@example.net,Black-Torres,1981-07-29,2007-07-19,Java,Spanish
Hector Schultz,cburton@example.org,Garrett-Patterson,2001-03-27,2010-10-05,React,English
Cindy Hodges,anthony84@example.org,Martinez Group,1973-12-02,1979-07-01,SQL,German
Jared Galloway,joseph86@example.org,"Ware, Andrade and Odonnell",1970-01-19,1987-04-24,SQL,Chinese
Heather French,andrewbenitez@example.net,Cross-Richardson,2020-03-18,2022-06-29,HTML,Chinese
Cindy Sanders,jacksonjoseph@example.net,"Mitchell, Duncan and Bennett",1995-08-30,2000-08-29,Angular,English
Stacy Howard,corylee@example.org,"Freeman, Larson and Thomas",1975-07-17,2008-02-21,C++,Japanese
Alexander Mullins,gregory72@example.com,"Williams, Dillon and Jacobs",1988-10-09,2005-07-01,HTML,German
Amanda Johnson,dakota49@example.com,Franklin LLC,1981-07-27,1985-10-27,CSS,Korean
Ethan Curtis,mwashington@example.org,Henson-Gray,1974-03-02,2010-06-19,SQL,German
Meghan Williams,townsendjoseph@example.com,Hoffman-Lyons,1980-02-06,1997-08-21,JavaScript,French
Amber Rivera,jnixon@example.com,Richardson Ltd,1995-05-09,2007-06-06,Node.js,German
Brian Ryan,sharonnelson@example.net,Wagner Ltd,1996-02-08,2008-03-04,Java,German
Natasha Gamble,tuckerchristian@example.org,Coleman LLC,2011-08-21,2021-08-11,C++,Japanese
Ruben Thompson,barbarajones@example.org,Johnson-Cox,1971-01-25,2007-03-08,Java,Korean
Tommy Olson,jenniferhobbs@example.net,"Cox, Brooks and Johnston",1985-01-16,2023-01-05,HTML,Korean
Brandi Rogers,brian15@example.com,Taylor-Allen,1975-09-30,1996-05-19,CSS,Chinese
Samuel Monroe,jenniferchapman@example.org,Lopez Ltd,1995-11-08,2012-04-19,Angular,English
Desiree Wallace,barrettandrea@example.net,Bright LLC,1987-01-28,2004-04-24,HTML,German
Angela Patterson,fwilliams@example.com,Mathews and Sons,1972-01-12,1998-02-16,C++,English
Dr. Samantha Robinson,cynthiapatterson@example.com,Parker-Lopez,1995-02-06,2006-07-29,JavaScript,Spanish
Peggy Campbell,ariley@example.com,Prince-Smith,1982-01-21,2008-01-22,Angular,Japanese
